Location,Poverty Level,TimeFrame,DataFormat,Data
AULT-HIGHLAND RE-9,Eligible for Reduced Price Lunch,2007,Percent,0.09
AULT-HIGHLAND RE-9,Eligible for Free or Reduced Lunch,2008,Percent,0.4834
AULT-HIGHLAND RE-9,Eligible for Reduced Price Lunch,2008,Percent,0.0665
AULT-HIGHLAND RE-9,Eligible for Free Lunch,2008,Number,351
AULT-HIGHLAND RE-9,Eligible for Free or Reduced Lunch,2008,Number,407
AULT-HIGHLAND RE-9,Eligible for Reduced Price Lunch,2008,Number,56
AULT-HIGHLAND RE-9,Eligible for Reduced Price Lunch,2013,Number,79
AULT-HIGHLAND RE-9,Eligible for Free or Reduced Lunch,2013,Number,388
AULT-HIGHLAND RE-9,Eligible for Free Lunch,2013,Number,309
AULT-HIGHLAND RE-9,Eligible for Free Lunch,2013,Percent,0.40392
AULT-HIGHLAND RE-9,Eligible for Free or Reduced Lunch,2013,Percent,0.50719
AULT-HIGHLAND RE-9,Eligible for Free Lunch,2009,Percent,0.4387
AULT-HIGHLAND RE-9,Eligible for Reduced Price Lunch,2013,Percent,0.10327
AULT-HIGHLAND RE-9,Eligible for Free or Reduced Lunch,2009,Percent,0.5368
AULT-HIGHLAND RE-9,Eligible for Reduced Price Lunch,2009,Percent,0.098
AULT-HIGHLAND RE-9,Eligible for Reduced Price Lunch,2009,Number,80
AULT-HIGHLAND RE-9,Eligible for Free or Reduced Lunch,2009,Number,438
AULT-HIGHLAND RE-9,Eligible for Reduced Price Lunch,2010,Number,56
AULT-HIGHLAND RE-9,Eligible for Free Lunch,2009,Number,358
AULT-HIGHLAND RE-9,Eligible for Free or Reduced Lunch,2010,Number,441
AULT-HIGHLAND RE-9,Eligible for Free Lunch,2010,Number,385
AULT-HIGHLAND RE-9,Eligible for Free Lunch,2010,Percent,0.455
AULT-HIGHLAND RE-9,Eligible for Free or Reduced Lunch,2010,Percent,0.521
AULT-HIGHLAND RE-9,Eligible for Reduced Price Lunch,2010,Percent,0.066
AULT-HIGHLAND RE-9,Eligible for Free Lunch,2011,Percent,0.4453
AULT-HIGHLAND RE-9,Eligible for Free or Reduced Lunch,2011,Percent,0.5296
AULT-HIGHLAND RE-9,Eligible for Free or Reduced Lunch,2011,Number,421
AULT-HIGHLAND RE-9,Eligible for Reduced Price Lunch,2011,Percent,0.0843
AULT-HIGHLAND RE-9,Eligible for Free Lunch,2011,Number,354
AULT-HIGHLAND RE-9,Eligible for Reduced Price Lunch,2011,Number,67
AULT-HIGHLAND RE-9,Eligible for Free or Reduced Lunch,2012,Number,384
AULT-HIGHLAND RE-9,Eligible for Free Lunch,2012,Number,319
AULT-HIGHLAND RE-9,Eligible for Free or Reduced Lunch,2012,Percent,0.4987
AULT-HIGHLAND RE-9,Eligible for Reduced Price Lunch,2012,Number,65
AULT-HIGHLAND RE-9,Eligible for Free Lunch,2012,Percent,0.41429
AULT-HIGHLAND RE-9,Eligible for Reduced Price Lunch,2012,Percent,0.08442
AULT-HIGHLAND RE-9,Eligible for Free Lunch,2014,Percent,0.38502
AULT-HIGHLAND RE-9,Eligible for Reduced Price Lunch,2014,Percent,0.08279
AULT-HIGHLAND RE-9,Eligible for Reduced Price Lunch,2014,Number,63
AULT-HIGHLAND RE-9,Eligible for Free or Reduced Lunch,2014,Percent,0.46781
AULT-HIGHLAND RE-9,Eligible for Free or Reduced Lunch,2014,Number,356
AULT-HIGHLAND RE-9,Eligible for Free Lunch,2014,Number,293
BAYFIELD 10 JT-R,Eligible for Free Lunch,2014,Number,247
BAYFIELD 10 JT-R,Eligible for Free or Reduced Lunch,2014,Number,382
BAYFIELD 10 JT-R,Eligible for Free or Reduced Lunch,2014,Percent,0.2883
BAYFIELD 10 JT-R,Eligible for Reduced Price Lunch,2014,Number,135
BAYFIELD 10 JT-R,Eligible for Reduced Price Lunch,2014,Percent,0.10189
BAYFIELD 10 JT-R,Eligible for Free Lunch,2014,Percent,0.18642
BAYFIELD 10 JT-R,Eligible for Reduced Price Lunch,2012,Percent,0.11912
BAYFIELD 10 JT-R,Eligible for Free Lunch,2012,Percent,0.21897
BAYFIELD 10 JT-R,Eligible for Reduced Price Lunch,2012,Number,167
BAYFIELD 10 JT-R,Eligible for Free or Reduced Lunch,2012,Percent,0.33809
BAYFIELD 10 JT-R,Eligible for Free Lunch,2012,Number,307
BAYFIELD 10 JT-R,Eligible for Free or Reduced Lunch,2012,Number,474
BAYFIELD 10 JT-R,Eligible for Reduced Price Lunch,2011,Number,108
BAYFIELD 10 JT-R,Eligible for Free Lunch,2011,Number,307
BAYFIELD 10 JT-R,Eligible for Reduced Price Lunch,2011,Percent,0.0793
BAYFIELD 10 JT-R,Eligible for Free or Reduced Lunch,2011,Number,415
BAYFIELD 10 JT-R,Eligible for Free or Reduced Lunch,2011,Percent,0.3047
BAYFIELD 10 JT-R,Eligible for Free Lunch,2011,Percent,0.2254
BAYFIELD 10 JT-R,Eligible for Reduced Price Lunch,2010,Percent,0.087
BAYFIELD 10 JT-R,Eligible for Free or Reduced Lunch,2010,Percent,0.272
BAYFIELD 10 JT-R,Eligible for Free Lunch,2010,Percent,0.185
BAYFIELD 10 JT-R,Eligible for Free Lunch,2010,Number,260
BAYFIELD 10 JT-R,Eligible for Free or Reduced Lunch,2010,Number,382
BAYFIELD 10 JT-R,Eligible for Free Lunch,2009,Number,237
BAYFIELD 10 JT-R,Eligible for Reduced Price Lunch,2010,Number,122
BAYFIELD 10 JT-R,Eligible for Free or Reduced Lunch,2009,Number,363
BAYFIELD 10 JT-R,Eligible for Reduced Price Lunch,2009,Number,126
BAYFIELD 10 JT-R,Eligible for Reduced Price Lunch,2009,Percent,0.0896
BAYFIELD 10 JT-R,Eligible for Free or Reduced Lunch,2009,Percent,0.2582
BAYFIELD 10 JT-R,Eligible for Reduced Price Lunch,2013,Percent,0.09254
BAYFIELD 10 JT-R,Eligible for Free Lunch,2009,Percent,0.1686
BAYFIELD 10 JT-R,Eligible for Free or Reduced Lunch,2013,Percent,0.26791
BAYFIELD 10 JT-R,Eligible for Free Lunch,2013,Percent,0.17537
BAYFIELD 10 JT-R,Eligible for Free Lunch,2013,Number,235
BAYFIELD 10 JT-R,Eligible for Free or Reduced Lunch,2013,Number,359
BAYFIELD 10 JT-R,Eligible for Reduced Price Lunch,2013,Number,124
BAYFIELD 10 JT-R,Eligible for Reduced Price Lunch,2008,Number,105
BAYFIELD 10 JT-R,Eligible for Free or Reduced Lunch,2008,Number,256
BAYFIELD 10 JT-R,Eligible for Free Lunch,2008,Number,151
BAYFIELD 10 JT-R,Eligible for Reduced Price Lunch,2008,Percent,0.0781
BAYFIELD 10 JT-R,Eligible for Free or Reduced Lunch,2008,Percent,0.1903
BAYFIELD 10 JT-R,Eligible for Reduced Price Lunch,2007,Percent,0.07
BAYFIELD 10 JT-R,Eligible for Free Lunch,2008,Percent,0.1123
BAYFIELD 10 JT-R,Eligible for Free or Reduced Lunch,2007,Percent,0.19
BAYFIELD 10 JT-R,Eligible for Free Lunch,2007,Percent,0.11
BAYFIELD 10 JT-R,Eligible for Reduced Price Lunch,2007,Number,101
BAYFIELD 10 JT-R,Eligible for Free or Reduced Lunch,2007,Number,253
BAYFIELD 10 JT-R,Eligible for Free Lunch,2007,Number,152
BAYFIELD 10 JT-R,Eligible for Free Lunch,2006,Number,146
BAYFIELD 10 JT-R,Eligible for Free or Reduced Lunch,2006,Number,221
BAYFIELD 10 JT-R,Eligible for Reduced Price Lunch,2006,Number,75
BAYFIELD 10 JT-R,Eligible for Reduced Price Lunch,2006,Percent,0.0572
BAYFIELD 10 JT-R,Eligible for Free or Reduced Lunch,2006,Percent,0.1686
BAYFIELD 10 JT-R,Eligible for Free Lunch,2006,Percent,0.1114
BAYFIELD 10 JT-R,Eligible for Reduced Price Lunch,2005,Percent,0.0394
BAYFIELD 10 JT-R,Eligible for Free Lunch,2005,Percent,0.1174
BAYFIELD 10 JT-R,Eligible for Reduced Price Lunch,2005,Number,47
BAYFIELD 10 JT-R,Eligible for Free or Reduced Lunch,2005,Percent,0.1569
BAYFIELD 10 JT-R,Eligible for Free Lunch,2005,Number,140
BAYFIELD 10 JT-R,Eligible for Free or Reduced Lunch,2005,Number,187
BAYFIELD 10 JT-R,Eligible for Reduced Price Lunch,2004,Number,91
BAYFIELD 10 JT-R,Eligible for Free or Reduced Lunch,2004,Number,242
BAYFIELD 10 JT-R,Eligible for Free Lunch,2004,Number,151
BAYFIELD 10 JT-R,Eligible for Reduced Price Lunch,2004,Percent,0.073
BAYFIELD 10 JT-R,Eligible for Free or Reduced Lunch,2004,Percent,0.1942
BAYFIELD 10 JT-R,Eligible for Reduced Price Lunch,2003,Percent,0.07
BAYFIELD 10 JT-R,Eligible for Free Lunch,2004,Percent,0.1212
BAYFIELD 10 JT-R,Eligible for Free or Reduced Lunch,2003,Percent,0.2
BAYFIELD 10 JT-R,Eligible for Free Lunch,2003,Percent,0.13
BAYFIELD 10 JT-R,Eligible for Free Lunch,2003,Number,162
BAYFIELD 10 JT-R,Eligible for Free or Reduced Lunch,2003,Number,241
BAYFIELD 10 JT-R,Eligible for Reduced Price Lunch,2003,Number,79
BAYFIELD 10 JT-R,Eligible for Free Lunch,2002,Number,130
BAYFIELD 10 JT-R,Eligible for Free or Reduced Lunch,2002,Number,214
BAYFIELD 10 JT-R,Eligible for Reduced Price Lunch,2002,Number,84
BAYFIELD 10 JT-R,Eligible for Reduced Price Lunch,2002,Percent,0.07149
BAYFIELD 10 JT-R,Eligible for Free or Reduced Lunch,2002,Percent,0.18213
BAYFIELD 10 JT-R,Eligible for Free Lunch,2002,Percent,0.11064
BAYFIELD 10 JT-R,Eligible for Reduced Price Lunch,2001,Percent,0.06289
BAYFIELD 10 JT-R,Eligible for Free or Reduced Lunch,2001,Percent,0.16891
BAYFIELD 10 JT-R,Eligible for Free Lunch,2001,Percent,0.10602
BAYFIELD 10 JT-R,Eligible for Free Lunch,2001,Number,118
BAYFIELD 10 JT-R,Eligible for Free or Reduced Lunch,2001,Number,188
BAYFIELD 10 JT-R,Eligible for Reduced Price Lunch,2001,Number,70
BAYFIELD 10 JT-R,Eligible for Free Lunch,2000,Number,133
BAYFIELD 10 JT-R,Eligible for Free or Reduced Lunch,2000,Number,205
BAYFIELD 10 JT-R,Eligible for Reduced Price Lunch,2000,Number,72
BAYFIELD 10 JT-R,Eligible for Free Lunch,2000,Percent,0.12
BAYFIELD 10 JT-R,Eligible for Free or Reduced Lunch,2000,Percent,0.19
BAYFIELD 10 JT-R,Eligible for Reduced Price Lunch,2000,Percent,0.07
